RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,u_uid,r_rid
34548,25194,117961,118343,123125,117905,117906,290919,117908,479,384
23497,52314,117961,118300,118301,118980,306795,118295,118982,480,385
23965,5030,117961,118343,120126,119433,133686,118424,119435,481,386
1020,25558,118990,118991,118992,307024,294485,118331,118332,482,22
16496,7388,117961,118225,119924,118318,168365,118205,118319,483,387
44649,49574,117961,118052,118391,120773,118959,118960,120774,484,388
80809,49423,117961,118052,123144,118890,203706,118398,118892,485,389
34498,18450,117961,118052,118821,117905,117906,290919,117908,486,266
1281,13791,117961,117962,19666,118368,129597,117887,118486,487,390
17308,4395,117961,118300,118597,118422,150827,118424,118425,488,62
26360,59765,117961,118386,121961,118912,309291,118424,118914,489,391
78703,15516,117961,118052,120304,118702,132675,118704,118705,490,392
31475,96704,117910,117911,117884,117879,117886,19721,117880,113,393
117594,197,117961,118413,118414,118784,240983,290919,118786,491,394
35068,15399,117983,117984,117878,118396,139898,118398,118399,492,395
28105,3281,117961,118225,120323,120591,120592,119095,120593,494,397
91087,2343,119691,119692,118635,122967,311441,119695,122969,496,398
20351,2017,117961,118327,121645,118054,159996,117887,118055,497,362
3853,217,117961,118413,120370,118321,240983,290919,118322,172,75
79285,18047,117902,118041,119195,118028,118368,117887,118030,498,399
5545,15398,118169,118170,118575,130479,139169,119784,130481,499,400
99881,4994,117961,118300,118514,117905,117906,290919,117908,500,401
76446,4620,117961,118300,119181,118784,121873,290919,118786,501,402
41378,7683,117887,118178,117945,259173,201292,292795,118943,502,403
15064,148198,117961,118300,118631,118054,120238,117887,118055,503,254
16033,32795,118256,118257,118623,118995,286106,292795,118997,504,404
13878,27873,117978,117979,117884,117879,117886,19721,117880,473,36
24885,770,117961,118300,119181,128230,302830,4673,128231,506,406
75327,53010,130570,119256,118042,118043,129174,270488,118046,507,407
4675,75926,117961,118343,6104,118054,168337,117887,118055,508,10
77466,93568,118976,118977,117895,118194,118195,117887,118196,509,408
28856,6083,117961,117962,122224,118784,117906,290919,118786,510,409
80799,19642,117961,118413,118481,117905,117906,290919,117908,512,410
43663,8415,117961,118052,118881,117905,117906,290919,117908,513,411
75334,18213,117961,118386,118692,118451,200947,118453,118454,514,412
6042,6046,117961,118446,120317,118321,117906,290919,118322,516,413
38704,98757,117959,117960,117941,117885,117913,117887,117888,517,414
3853,59765,117961,118386,121961,118912,309291,118424,118914,489,75
278393,4145,117961,118300,120026,118834,223125,118424,118836,518,76
114621,4571,117961,118225,119924,118685,279443,308574,118687,519,415
31246,7001,117961,118327,118933,128230,302830,4673,128231,520,8
34924,3225,117961,118327,118929,118259,118260,290919,118261,521,312
278393,15390,117961,118300,120026,118054,118054,117887,118055,522,76
25231,21859,117961,118327,118507,118396,158043,118398,118399,523,126
79602,41795,118315,118316,118317,129561,216140,3130,129563,524,416
43452,3486,118752,119070,118042,118043,118043,270488,118046,525,30
17849,58535,117961,117969,130192,123400,130319,19793,123402,526,417
27797,70062,117961,118386,118746,118321,117906,290919,118322,527,418
80674,3918,117961,118343,118660,119433,133686,118424,119435,528,250
110042,1540,117961,118343,123125,118536,118536,308574,118539,1,420
78598,1350,117961,118052,122938,118321,117906,290919,118322,530,421
39159,7285,117961,118225,118403,119849,310589,118638,119851,531,422
27785,5001,117961,118300,123055,120006,128578,118424,120008,532,18
31441,4375,117961,118343,128113,118826,257115,118424,118828,533,311
34498,120340,120342,120343,119076,118834,124426,118424,118836,534,266
27230,49850,117961,118413,122007,117905,118260,290919,117908,535,423
14354,20648,118219,118220,117941,117879,117897,19721,117880,536,34
80762,7525,117961,118225,120551,118321,117906,290919,118322,538,424
97017,141,117961,118225,122273,120773,118959,118960,120774,539,425
45380,46104,117961,118327,120559,120988,304465,118643,120989,540,426
34950,7032,117961,118225,120551,118318,168365,118205,118319,541,271
920,1398,117961,118300,120722,118784,130735,290919,118786,42,427
25993,56058,118212,118213,118458,118912,309291,118424,118914,542,6
41594,102574,117961,118327,118929,118459,294325,249618,118461,543,234
80723,50751,117961,118225,120535,123670,305057,121916,123672,544,428
20312,7364,117902,117903,119181,117905,118036,290919,117908,545,151
73972,71186,117961,118386,118522,117905,134559,290919,117908,546,429
25287,15626,117961,118386,129128,120516,307024,120518,120519,547,430
4675,106630,118990,118991,119142,118321,117906,290919,118322,548,10
74047,76568,117961,118386,118522,117905,117906,290919,117908,549,431
15064,124033,124034,124035,117945,117946,125533,292795,117948,550,254
18913,27518,117929,117930,119569,179731,194138,117887,117973,551,164
17226,30523,117961,118343,119984,123067,269406,118398,123068,552,432
25993,25276,117961,118343,121747,118321,117906,290919,118322,554,6
34950,56193,117961,118300,120410,118784,117906,290919,118786,555,271
30570,4478,117961,118386,118692,118321,117906,290919,118322,97,433
75078,88640,117961,118052,120096,118523,306404,118331,118525,556,81
28943,2034,117961,118052,118328,118054,118054,117887,118055,557,84
3853,23200,117961,118343,123125,118784,117906,290919,118786,558,75
78598,5269,119596,119597,120356,122067,205243,118424,122069,559,421
30364,4549,117961,118225,120050,117905,117906,290919,117908,269,435
36174,3918,117961,118343,118660,118826,158101,118424,118828,561,436
31374,7703,117943,117944,117945,118274,129282,292795,118276,562,437
33146,3118,117961,118300,118458,120789,309123,118424,120791,162,273
43002,5496,91261,118026,118202,118321,117906,290919,118322,563,438
78882,52056,118212,118213,119734,153957,119248,118667,153959,564,346
15342,4468,117961,118413,119968,118321,117906,290919,118322,565,439
73756,4718,121785,121786,120317,118321,117906,290919,118322,566,99
3661,69115,120864,121013,118450,119192,300603,119184,119194,567,419
112669,118619,117961,118300,119142,118784,147114,290919,118786,568,440
43280,7076,117961,118225,119238,119093,136840,119095,119096,569,331
42976,71391,117961,118386,118522,118318,168365,118205,118319,570,226
39264,7684,118573,118574,118623,118995,129731,292795,118997,571,441
1581,1728,117961,118327,118507,118890,124964,118398,118892,572,442
43727,25900,119134,119135,119136,120056,283527,118474,120058,573,443
78311,67615,117932,117933,117878,117879,117897,19721,117880,574,444
43147,2930,117961,118343,118700,118321,118448,290919,118322,576,446
14900,7398,117961,118225,118616,117905,240983,290919,117908,171,447
30952,27054,117961,117969,19666,118368,118368,117887,118486,577,448
23503,122272,117961,118225,122273,118321,240983,290919,118322,578,449
42680,44022,117961,117962,122215,117905,240983,290919,117908,579,4
7543,7337,117961,118300,124725,118361,149305,118363,118364,580,169
33149,1652,117961,118327,118507,179731,179731,117887,117973,581,355
39555,7072,117961,117962,118352,118321,117906,290919,118322,582,450
34817,26321,117961,118225,118320,118321,117906,290919,118322,583,52
25993,5701,117961,118052,120709,118207,174445,270488,118209,584,6
25993,59000,118181,118182,117920,118568,117897,19721,118570,585,6
78518,1249,117961,118386,118910,118321,117906,290919,118322,586,451
33054,4933,117961,118300,118458,120006,311622,118424,120008,587,452
74593,18213,117961,118386,118746,118747,160002,118453,118749,588,453
74196,18450,117961,118052,118821,117905,240983,290919,117908,589,454
44909,3526,117961,118225,124130,119093,120324,119095,119096,590,208
37651,50308,118090,118091,117884,117885,117913,117887,117888,591,455
31732,4110,119596,119597,118292,118422,191064,118424,118425,593,456
42085,4910,117961,118343,118911,118912,284092,118424,118914,594,106
16071,70264,117961,118343,120722,118777,279443,308574,118779,595,457
38719,74449,118079,118080,117878,117879,118177,19721,117880,596,458
19751,7284,91261,118026,118202,118321,117906,290919,118322,597,459
44858,17560,118752,118753,117945,280788,280788,292795,119082,598,460
44874,13800,117961,118225,118403,118685,126297,308574,118687,600,462
74817,4549,117961,118225,120050,117905,117906,290919,117908,269,463
75639,70691,118315,118463,119214,118321,117906,290919,118322,601,464
4605,70186,117961,117969,19666,118890,127642,118398,118892,602,465
391,666,117926,118124,117920,117885,117913,117887,117888,604,467
20293,27461,117926,118124,117884,117879,117886,19721,117880,605,58
28941,116406,117961,117962,120677,122067,297566,118424,122069,606,468
278393,18450,117961,118052,118821,117905,240983,290919,117908,589,76
75078,78408,117961,118386,125884,307024,255097,118331,118332,607,81
37789,6481,117961,118343,123454,118321,117906,290919,118322,608,469
34056,13854,117961,118052,118979,307024,306404,118331,118332,609,470
19998,110900,119134,119135,123173,117896,173667,117887,117898,610,471
4675,16561,117961,118327,120318,117905,117906,290919,117908,611,10
40997,2291,117961,118225,120663,118777,279443,308574,118779,612,330
25993,6999,117961,118343,121747,118321,117906,290919,118322,613,6
14354,5905,117929,117930,117920,119323,123932,19793,119325,614,34
31504,19271,117961,118225,119924,118784,117906,290919,118786,615,472
19752,18686,117961,118386,128823,118321,117906,290919,118322,616,473
23164,7647,117961,118300,119181,117905,117906,290919,117908,617,474
15368,4098,117961,118343,119598,119433,133686,118424,119435,618,475
41314,51372,117961,118343,120666,118777,279443,308574,118779,619,476
33217,1467,117961,118343,118833,118834,127160,118424,118836,620,477
40867,5196,117961,118386,121949,118777,279443,308574,118779,622,57
79602,27214,117961,118386,118733,118523,310608,118331,118525,623,416
34989,5249,117961,118386,123144,118396,269406,118398,118399,625,480
43423,5423,117961,118327,118391,118321,117906,290919,118322,626,481
75078,40932,118315,118463,118464,119172,162182,118467,119174,627,81
45790,55789,121785,121786,120299,121122,217580,118612,121124,628,122
23971,158757,120342,120343,118395,118396,266864,118398,118399,630,483
44814,1938,117961,118300,118066,120988,134839,118643,120989,631,484
72024,26009,117961,118052,119986,118685,120316,308574,118687,632,485
845,13836,119920,119921,142145,128230,302830,4673,128231,238,486
74412,16756,119062,130600,139677,117905,117906,290919,117908,633,487
3069,15412,117961,118343,127705,119849,170027,118638,119851,634,103
34950,7525,117961,118225,120551,118784,147114,290919,118786,635,271
22430,7388,117961,118225,119924,118318,168365,118205,118319,483,488
75708,15642,117961,118386,118522,119997,278014,118131,119998,636,489
6977,221,117961,118413,120370,118784,240983,290919,118786,637,39
6977,13419,117961,118300,120059,120812,305057,118638,120814,638,39
16985,743,117961,118343,118437,118321,117906,290919,118322,639,490
75687,49952,117932,117933,117878,120628,126012,118131,120629,640,491
41932,2710,118290,118291,120823,118396,269406,118398,118399,641,492
33147,21037,117961,117969,19666,179731,257952,117887,117973,642,493
79346,58581,117959,117960,117920,118568,135898,19721,118570,643,494
87711,40509,117961,118225,118403,119743,141396,3130,119745,645,496
27124,5899,117961,118327,120318,118641,120319,118643,118644,646,65
31995,17835,117961,118225,118403,128230,302830,4673,128231,647,497
30837,5249,117961,118386,123144,118396,233714,118398,118399,648,498
79092,1482,117961,117962,118840,118841,123378,118643,118843,649,156
79814,7553,117961,118225,118403,118321,117906,290919,118322,650,499
38480,51382,118079,118080,117878,117879,118177,19721,117880,651,371
4675,6021,117961,118413,122007,124886,190212,118643,124888,652,10
33054,53081,117961,118343,119598,119433,133686,118424,119435,653,452
39149,3648,117961,118300,118631,118980,301534,118295,118982,654,500
75078,257604,117961,118386,119214,117905,117906,290919,117908,655,81
15714,3606,118169,118170,118179,126684,204891,292795,126685,657,367
38391,52423,119665,119666,117895,117896,117897,117887,117898,658,502
23194,13441,117961,118225,122870,124886,128018,118643,124888,659,260
6723,2631,117961,118327,120624,117905,117906,290919,117908,660,503
21373,7915,117961,118300,118597,118834,127160,118424,118836,258,504
32270,7434,117961,118343,118514,117905,117906,290919,117908,661,41
17308,3656,117961,118300,119890,118054,118054,117887,118055,662,62
6719,4549,117961,118225,120050,117905,117906,290919,117908,269,505
79323,3120,117961,118300,120312,120313,120314,118424,120315,663,507
40630,15450,117916,117917,117941,117879,117886,19721,117880,664,508
17226,15682,117961,118300,118957,118321,117906,290919,118322,666,432
34800,60019,117943,117944,118575,259173,298522,292795,118943,667,510
45014,16850,117961,118225,122298,119093,120324,119095,119096,668,511
13878,13234,117922,117923,117920,122142,122142,19721,122143,669,36
80642,57719,117961,118343,149210,126516,217580,118612,126518,670,512
33152,21037,117961,117969,19666,179731,257952,117887,117973,642,513
45143,8204,117961,118052,118867,118054,305057,117887,118055,671,514
17249,5015,117961,118300,118395,118890,311441,118398,118892,672,482
7543,3000,117961,118225,120551,118321,118448,290919,118322,280,169
14914,4584,117961,118300,120297,118321,117906,290919,118322,673,515
1023,16557,117961,118327,120318,117905,117906,290919,117908,674,516
3853,3046,117961,118413,118481,118685,120679,308574,118687,675,75
42360,8368,91261,118026,118202,117905,117906,290919,117908,676,517
75834,4853,118887,118888,120126,118172,301534,249618,118175,678,143
25993,5220,117961,118300,118458,120006,303717,118424,120008,20,6
77295,1088,117961,118327,119830,117905,117906,290919,117908,235,310
79121,132399,120342,120343,119076,118422,124426,118424,118425,681,113
80676,5234,117961,118343,118660,119433,133686,118424,119435,682,519
25703,23125,117961,118225,119136,119137,128585,118474,119139,683,520
39883,16671,117961,118052,118706,118523,310608,118331,118525,87,49
70452,58710,117980,117981,117884,117879,117886,19721,117880,684,196
25278,4124,117961,118300,127849,118054,310608,117887,118055,685,521
43410,70078,91261,118026,118063,128422,137673,118453,128424,686,522
103511,4023,117961,118446,119064,117905,240983,290919,117908,687,523
40853,7520,117961,118343,124725,117905,240983,290919,117908,689,525
